package,structType,structName,structId,opType,opName,FieldRead,FieldWrite,VariableRead,VariableWrite,Lambda,Literal,Conditional,ForLoop,WhileLoop,ConstructorCall,Invocation,Return,BinaryOperator
CH.ifa.draw.figures,class,ElbowConnection,CH.ifa.draw.figures.ElbowConnection,method,layoutConnection,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,ElbowConnection,CH.ifa.draw.figures.ElbowConnection,method,updateConnection,0,0,0,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,ElbowConnection,CH.ifa.draw.figures.ElbowConnection,method,updatePoints,3,0,3,0,0,3,2,0,0,2,3,0,3
CH.ifa.draw.figures,class,ElbowConnection,CH.ifa.draw.figures.ElbowConnection,constructor,<init>,0,0,0,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,method,constrainX,3,0,3,3,0,2,2,0,0,0,3,1,3
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,method,constrainY,3,0,3,3,0,2,2,0,0,0,3,1,3
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,method,draw,3,0,3,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,method,invokeStart,0,2,2,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,method,invokeStep,3,2,3,2,0,2,1,0,0,2,3,0,3
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,method,isVertical,2,0,2,0,0,0,0,0,0,0,0,1,1
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,method,locate,2,0,3,0,0,2,0,0,0,1,2,1,3
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,method,ownerConnection,0,0,0,0,0,0,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,ElbowHandle,CH.ifa.draw.figures.ElbowHandle,constructor,<init>,0,1,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,ElbowTextLocator,CH.ifa.draw.figures.ElbowTextLocator,method,locate,2,0,2,0,0,1,0,0,0,1,2,1,1
CH.ifa.draw.figures,class,ElbowTextLocator,CH.ifa.draw.figures.ElbowTextLocator,constructor,<init>,0,0,0,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,basicDisplayBox,1,1,2,0,0,0,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,basicMoveBy,1,0,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,connectionInsets,2,0,3,0,0,2,0,0,0,1,0,1,2
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,connectorAt,0,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,displayBox,3,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,drawBackground,2,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,drawFrame,2,0,2,0,0,2,0,0,0,0,2,0,2
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,handles,0,0,2,0,0,0,0,0,0,1,1,1,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,read,0,1,2,0,0,0,0,0,0,1,2,0,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,method,write,3,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,constructor,<init>,0,0,0,0,0,2,0,0,0,2,1,0,0
CH.ifa.draw.figures,class,EllipseFigure,CH.ifa.draw.figures.EllipseFigure,constructor,<init>,0,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,FigureAttributes,CH.ifa.draw.figures.FigureAttributes,method,clone,1,1,2,0,0,0,0,0,0,1,2,1,0
CH.ifa.draw.figures,class,FigureAttributes,CH.ifa.draw.figures.FigureAttributes,method,get,1,0,1,0,0,0,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,FigureAttributes,CH.ifa.draw.figures.FigureAttributes,method,hasDefined,1,0,1,0,0,0,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,FigureAttributes,CH.ifa.draw.figures.FigureAttributes,method,read,1,1,3,3,0,3,3,1,0,2,3,0,1
CH.ifa.draw.figures,class,FigureAttributes,CH.ifa.draw.figures.FigureAttributes,method,set,1,0,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,FigureAttributes,CH.ifa.draw.figures.FigureAttributes,method,write,2,0,3,0,0,3,3,0,1,0,3,0,2
CH.ifa.draw.figures,class,FigureAttributes,CH.ifa.draw.figures.FigureAttributes,constructor,<init>,0,1,0,0,0,0,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,FontSizeHandle,CH.ifa.draw.figures.FontSizeHandle,method,draw,3,0,3,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,FontSizeHandle,CH.ifa.draw.figures.FontSizeHandle,method,invokeStart,1,2,1,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,FontSizeHandle,CH.ifa.draw.figures.FontSizeHandle,method,invokeStep,2,0,2,0,0,0,0,0,0,1,2,0,2
CH.ifa.draw.figures,class,FontSizeHandle,CH.ifa.draw.figures.FontSizeHandle,constructor,<init>,0,0,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,GroupCommand,CH.ifa.draw.figures.GroupCommand,method,execute,2,0,3,0,0,1,1,0,0,1,3,0,1
CH.ifa.draw.figures,class,GroupCommand,CH.ifa.draw.figures.GroupCommand,method,isExecutable,1,0,0,0,0,1,0,0,0,0,1,1,1
CH.ifa.draw.figures,class,GroupCommand,CH.ifa.draw.figures.GroupCommand,constructor,<init>,0,1,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,GroupFigure,CH.ifa.draw.figures.GroupFigure,method,basicDisplayBox,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,GroupFigure,CH.ifa.draw.figures.GroupFigure,method,canConnect,0,0,0,0,0,1,0,0,0,0,0,1,0
CH.ifa.draw.figures,class,GroupFigure,CH.ifa.draw.figures.GroupFigure,method,decompose,1,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,GroupFigure,CH.ifa.draw.figures.GroupFigure,method,displayBox,0,0,2,0,0,0,0,0,1,0,3,1,0
CH.ifa.draw.figures,class,GroupFigure,CH.ifa.draw.figures.GroupFigure,method,handles,0,0,2,0,0,0,0,0,0,2,3,1,0
CH.ifa.draw.figures,class,GroupFigure,CH.ifa.draw.figures.GroupFigure,method,setAttribute,0,0,3,0,0,0,0,0,1,0,2,0,0
CH.ifa.draw.figures,class,GroupFigure,CH.ifa.draw.figures.GroupFigure,constructor,<init>,0,0,0,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,GroupHandle,CH.ifa.draw.figures.GroupHandle,method,draw,3,0,3,0,0,2,0,0,0,0,3,0,0
CH.ifa.draw.figures,class,GroupHandle,CH.ifa.draw.figures.GroupHandle,constructor,<init>,0,0,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,basicDisplayBox,1,1,2,0,0,0,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,basicMoveBy,1,0,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,displayBox,3,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,draw,3,1,2,0,0,2,2,0,0,0,2,0,2
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,drawGhost,3,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,handles,0,0,2,0,0,0,0,0,0,1,1,1,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,imageUpdate,2,0,2,0,0,2,2,0,0,1,2,1,3
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,read,1,2,3,0,0,0,0,0,0,1,3,0,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,readObject,1,1,1,0,0,1,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,method,write,3,0,3,0,0,0,0,0,0,0,3,0,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,constructor,<init>,0,2,0,0,0,2,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,ImageFigure,CH.ifa.draw.figures.ImageFigure,constructor,<init>,3,2,2,0,0,2,0,0,0,1,2,0,0
CH.ifa.draw.figures,class,InsertImageCommand,CH.ifa.draw.figures.InsertImageCommand,method,execute,3,0,2,0,0,0,0,0,0,1,3,0,0
CH.ifa.draw.figures,class,InsertImageCommand,CH.ifa.draw.figures.InsertImageCommand,constructor,<init>,0,2,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,basicMoveBy,2,0,2,1,0,2,0,1,0,0,2,0,2
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,canConnect,0,0,0,0,0,1,0,0,0,0,0,1,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,canConnect,0,0,0,0,0,1,0,0,0,0,0,1,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,connectEnd,0,1,1,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,connectStart,0,1,1,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,connectsSame,0,0,2,0,0,0,0,0,0,0,2,1,2
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,disconnectEnd,0,1,0,0,0,1,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,disconnectStart,0,1,0,0,0,1,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,end,1,0,0,0,0,0,0,0,0,0,0,1,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,endFigure,0,0,0,0,0,2,1,0,0,0,2,2,1
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,endPoint,2,0,2,0,0,0,0,0,0,1,1,1,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,endPoint,2,0,2,0,0,2,1,0,0,2,3,0,2
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,figureChanged,0,0,0,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,figureInvalidated,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,figureRemoved,0,0,0,0,0,1,1,0,0,1,2,0,1
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,figureRequestRemove,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,figureRequestUpdate,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,handleConnect,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,handleDisconnect,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,handles,2,0,3,1,0,2,0,1,0,2,3,1,2
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,insertPointAt,0,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,layoutConnection,0,0,0,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,read,0,0,3,0,0,2,2,0,0,0,3,0,2
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,readObject,2,0,1,0,0,2,2,0,0,0,2,0,2
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,release,2,0,0,0,0,2,2,0,0,0,3,0,2
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,removePointAt,0,0,1,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,setPointAt,0,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,start,1,0,0,0,0,0,0,0,0,0,0,1,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,startFigure,0,0,0,0,0,2,1,0,0,0,2,2,1
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,startPoint,2,0,2,0,0,0,0,0,0,1,1,1,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,startPoint,2,0,2,0,0,2,1,0,0,2,2,0,1
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,updateConnection,3,0,2,0,0,2,2,0,0,0,2,0,2
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,method,write,2,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineConnection,CH.ifa.draw.figures.LineConnection,constructor,<init>,0,0,0,0,0,1,0,0,0,2,2,0,0
CH.ifa.draw.figures,interface,LineDecoration,CH.ifa.draw.figures.LineDecoration,method,draw,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,LineFigure,CH.ifa.draw.figures.LineFigure,method,basicDisplayBox,0,0,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,LineFigure,CH.ifa.draw.figures.LineFigure,method,endPoint,0,0,0,0,0,1,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,LineFigure,CH.ifa.draw.figures.LineFigure,method,endPoint,0,0,2,0,0,1,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,LineFigure,CH.ifa.draw.figures.LineFigure,method,setPoints,0,0,2,0,0,2,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,LineFigure,CH.ifa.draw.figures.LineFigure,method,startPoint,0,0,0,0,0,1,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,LineFigure,CH.ifa.draw.figures.LineFigure,method,startPoint,0,0,2,0,0,1,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,LineFigure,CH.ifa.draw.figures.LineFigure,constructor,<init>,0,0,0,0,0,2,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,NumberTextFigure,CH.ifa.draw.figures.NumberTextFigure,method,getValue,0,0,1,2,0,2,0,0,0,0,2,1,0
CH.ifa.draw.figures,class,NumberTextFigure,CH.ifa.draw.figures.NumberTextFigure,method,overlayColumns,0,0,0,0,0,1,0,0,0,0,2,1,0
CH.ifa.draw.figures,class,NumberTextFigure,CH.ifa.draw.figures.NumberTextFigure,method,setValue,0,0,1,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,NumberTextFigure,CH.ifa.draw.figures.NumberTextFigure,constructor,<init>,0,0,0,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,PolyLineConnector,CH.ifa.draw.figures.PolyLineConnector,method,chop,3,0,3,3,0,3,2,2,0,1,3,1,3
CH.ifa.draw.figures,class,PolyLineConnector,CH.ifa.draw.figures.PolyLineConnector,constructor,<init>,0,0,0,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,PolyLineConnector,CH.ifa.draw.figures.PolyLineConnector,constructor,<init>,0,0,1,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,addPoint,1,0,2,0,0,0,0,0,0,1,2,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,basicDisplayBox,0,0,0,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,basicMoveBy,1,0,2,0,0,0,0,0,1,0,2,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,connectorAt,0,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,containsPoint,3,0,3,2,0,3,2,1,0,0,3,2,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,decorate,3,0,3,0,0,3,2,0,0,0,3,0,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,displayBox,0,0,2,0,0,0,0,0,1,1,2,1,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,draw,3,0,3,2,0,2,0,1,0,0,3,0,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,findSegment,3,0,3,2,0,2,1,1,0,0,2,2,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,getAttribute,2,0,2,2,0,2,2,0,0,1,2,2,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,getFrameColor,1,0,0,0,0,0,0,0,0,0,0,1,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,handles,2,0,2,1,0,1,0,1,0,2,2,1,1
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,insertPointAt,1,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,isEmpty,2,0,0,0,0,2,0,0,0,0,2,1,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,joinSegments,2,0,3,1,0,2,1,1,0,0,2,2,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,locator,0,0,1,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,pointAt,1,0,1,0,0,0,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,pointCount,1,0,0,0,0,0,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,points,1,0,0,0,0,0,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,read,1,2,3,1,0,1,0,1,0,2,3,0,1
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,removePointAt,1,0,1,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,setAttribute,2,2,3,0,0,3,2,0,0,2,3,0,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,setEndDecoration,0,1,1,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,setFrameColor,0,1,1,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,setPointAt,1,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,setStartDecoration,0,1,1,0,0,0,0,0,0,0,0,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,splitSegment,0,0,3,0,0,2,1,0,0,1,2,1,2
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,method,write,3,0,3,0,0,0,0,0,1,0,3,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,constructor,<init>,0,1,0,0,0,1,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,constructor,<init>,0,1,1,0,0,0,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure,constructor,<init>,1,1,2,0,0,0,0,0,0,2,2,0,0
CH.ifa.draw.figures,class,PolyLineHandle,CH.ifa.draw.figures.PolyLineHandle,method,invokeStart,0,1,2,0,0,0,0,0,0,1,0,0,0
CH.ifa.draw.figures,class,PolyLineHandle,CH.ifa.draw.figures.PolyLineHandle,method,invokeStep,1,0,2,0,0,0,0,0,0,1,2,0,0
CH.ifa.draw.figures,class,PolyLineHandle,CH.ifa.draw.figures.PolyLineHandle,method,myOwner,0,0,0,0,0,0,0,0,0,0,1,1,0
CH.ifa.draw.figures,class,PolyLineHandle,CH.ifa.draw.figures.PolyLineHandle,constructor,<init>,0,1,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,PolyLineLocator,CH.ifa.draw.figures.PolyLineLocator,method,locate,2,0,2,0,0,2,1,0,0,1,2,2,1
CH.ifa.draw.figures,class,PolyLineLocator,CH.ifa.draw.figures.PolyLineLocator,constructor,<init>,0,1,1,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,RadiusHandle,CH.ifa.draw.figures.RadiusHandle,method,draw,3,0,3,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,RadiusHandle,CH.ifa.draw.figures.RadiusHandle,method,invokeStart,3,2,0,0,0,2,0,0,0,0,1,0,2
CH.ifa.draw.figures,class,RadiusHandle,CH.ifa.draw.figures.RadiusHandle,method,invokeStep,3,0,3,0,0,2,0,0,0,0,2,0,3
CH.ifa.draw.figures,class,RadiusHandle,CH.ifa.draw.figures.RadiusHandle,method,locate,3,0,2,0,0,2,0,0,0,1,2,1,3
CH.ifa.draw.figures,class,RadiusHandle,CH.ifa.draw.figures.RadiusHandle,constructor,<init>,0,1,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,method,basicDisplayBox,1,1,2,0,0,0,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,method,basicMoveBy,1,0,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,method,displayBox,3,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,method,drawBackground,2,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,method,drawFrame,2,0,2,0,0,2,0,0,0,0,2,0,2
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,method,handles,0,0,2,0,0,0,0,0,0,1,1,1,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,method,read,0,1,2,0,0,0,0,0,0,1,2,0,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,method,write,3,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,constructor,<init>,0,0,0,0,0,2,0,0,0,2,1,0,0
CH.ifa.draw.figures,class,RectangleFigure,CH.ifa.draw.figures.RectangleFigure,constructor,<init>,0,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,basicDisplayBox,1,1,2,0,0,0,0,0,0,1,1,0,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,basicMoveBy,1,0,2,0,0,0,0,0,0,0,1,0,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,connectionInsets,2,0,0,0,0,2,0,0,0,1,0,1,2
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,connectorAt,0,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,displayBox,3,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,drawBackground,3,0,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,drawFrame,3,0,2,0,0,2,0,0,0,0,2,0,2
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,getArc,2,0,0,0,0,0,0,0,0,1,0,1,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,handles,0,0,2,0,0,0,0,0,0,2,2,1,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,read,0,2,3,0,0,0,0,0,0,1,3,0,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,setArc,0,2,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,method,write,3,0,3,0,0,0,0,0,0,0,3,0,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,constructor,<init>,1,2,0,0,0,2,0,0,0,2,1,0,0
CH.ifa.draw.figures,class,RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure,constructor,<init>,1,2,2,0,0,0,0,0,0,0,2,0,0
CH.ifa.draw.figures,class,ScribbleTool,CH.ifa.draw.figures.ScribbleTool,method,activate,0,1,0,0,0,1,0,0,0,0,1,0,0
