Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
JHotDraw-5.1-clean,CH.ifa.draw.standard,ActionTool,action,0,1,1,39,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,AlignCommand,AlignCommand,5,1,3,48,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,AlignCommand,isExecutable,3,1,0,60,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,AlignCommand,execute,30,8,0,64,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,addCornerHandles,6,1,2,22,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,addHandles,7,1,2,33,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,south,3,1,1,45,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,southEast,3,1,1,49,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,southWest,3,1,1,53,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,north,3,1,1,57,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,northEast,3,1,1,61,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,northWest,3,1,1,65,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,east,3,1,1,69,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BoxHandleKit,west,3,1,1,72,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,NorthEastHandle,NorthEastHandle,3,1,1,78,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,NorthEastHandle,invokeStep,4,1,5,82,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,EastHandle,EastHandle,3,1,1,92,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,EastHandle,invokeStep,4,1,5,96,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,NorthHandle,NorthHandle,3,1,1,105,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,NorthHandle,invokeStep,4,1,5,109,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,NorthWestHandle,NorthWestHandle,3,1,1,119,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,NorthWestHandle,invokeStep,4,1,5,123,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SouthEastHandle,SouthEastHandle,3,1,1,133,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SouthEastHandle,invokeStep,4,1,5,137,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SouthHandle,SouthHandle,3,1,1,147,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SouthHandle,invokeStep,4,1,5,151,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SouthWestHandle,SouthWestHandle,3,1,1,161,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SouthWestHandle,invokeStep,4,1,5,165,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,WestHandle,WestHandle,3,1,1,175,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,WestHandle,invokeStep,4,1,5,179,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BringToFrontCommand,BringToFrontCommand,4,1,2,23,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BringToFrontCommand,execute,7,2,0,33,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BringToFrontCommand,isExecutable,3,1,0,41,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,BufferedUpdateStrategy,draw,11,2,2,35,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeAttributeCommand,ChangeAttributeCommand,6,1,4,22,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeAttributeCommand,execute,8,2,0,37,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeAttributeCommand,isExecutable,3,1,0,46,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionEndHandle,ChangeConnectionEndHandle,3,1,1,19,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionEndHandle,target,3,1,0,26,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionEndHandle,disconnect,3,1,0,33,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionEndHandle,connect,3,1,1,40,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionEndHandle,setPoint,3,1,2,47,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionEndHandle,locate,3,1,0,54,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,ChangeConnectionHandle,5,1,1,27,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,target,0,1,0,36,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,disconnect,0,1,0,41,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,connect,0,1,1,46,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,setPoint,0,1,2,51,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,source,4,2,0,56,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,invokeStart,5,1,3,66,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,invokeStep,12,5,5,75,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,invokeEnd,11,3,5,96,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,findConnectionTarget,7,2,3,114,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,findConnector,3,1,3,126,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,draw,7,1,1,130,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionHandle,findConnectableFigure,10,4,3,143,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionStartHandle,ChangeConnectionStartHandle,3,1,1,19,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionStartHandle,target,3,1,0,26,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionStartHandle,disconnect,3,1,0,33,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionStartHandle,connect,3,1,1,40,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionStartHandle,setPoint,3,1,2,47,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChangeConnectionStartHandle,locate,3,1,0,54,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChopBoxConnector,ChopBoxConnector,2,1,0,25,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChopBoxConnector,ChopBoxConnector,3,1,1,28,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChopBoxConnector,findStart,8,2,1,32,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChopBoxConnector,findEnd,8,2,1,45,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ChopBoxConnector,chop,4,1,2,58,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,CompositeFigure,3,1,0,44,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,add,7,2,1,48,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,addAll,4,2,1,60,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,remove,7,2,1,70,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,removeAll,4,2,1,82,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,removeAll,8,2,0,92,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,orphan,4,1,1,105,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,orphanAll,4,2,1,115,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,replace,8,2,2,126,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,sendToBack,7,2,1,139,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,bringToFront,7,2,1,150,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,draw,4,2,1,161,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figureAt,3,1,1,171,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figures,3,1,0,178,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figureCount,3,1,0,186,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figuresReverse,3,1,0,193,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,findFigure,8,3,2,201,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,findFigure,9,3,1,215,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,findFigureWithout,9,4,3,229,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,findFigure,10,4,2,250,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,findFigureInside,8,3,2,269,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,findFigureInsideWithout,11,4,3,285,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,includes,9,4,1,304,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,basicMoveBy,4,2,2,321,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,release,8,2,0,333,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figureInvalidated,3,2,1,345,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figureRequestRemove,3,2,1,354,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figureRequestUpdate,3,2,1,363,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figureChanged,2,1,1,372,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,figureRemoved,2,1,1,375,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,write,6,2,1,378,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,read,6,2,1,389,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CompositeFigure,readObject,8,2,1,400,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,ConnectionHandle,4,1,3,44,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,invokeStart,7,1,3,52,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,invokeStep,12,5,5,63,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,invokeEnd,14,3,5,84,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,startConnector,4,1,0,103,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,createConnection,3,1,0,108,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,findConnectionTarget,7,2,3,116,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,findConnectableFigure,10,4,3,129,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,findConnector,3,1,3,141,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionHandle,draw,5,1,1,146,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,ConnectionTool,4,1,2,65,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,mouseMove,3,1,3,70,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,mouseDown,27,5,3,77,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,mouseDrag,12,4,3,110,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,mouseUp,16,5,3,127,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,deactivate,4,2,0,151,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,createConnection,3,1,0,157,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,findSource,3,1,3,165,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,findTarget,6,2,3,172,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,findConnection,9,3,3,188,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,createdFigure,3,1,0,202,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,trackConnectors,14,7,3,209,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,findConnector,3,1,3,235,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,findConnectionStart,5,2,3,239,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,findConnectableFigure,10,4,3,249,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,getStartConnector,3,1,0,261,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,getEndConnector,3,1,0,265,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ConnectionTool,getTarget,3,1,0,269,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CopyCommand,CopyCommand,3,1,2,18,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CopyCommand,execute,3,1,0,27,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CopyCommand,isExecutable,3,1,0,31,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CreationTool,CreationTool,4,1,2,46,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CreationTool,CreationTool,4,1,1,54,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CreationTool,activate,3,1,0,63,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CreationTool,mouseDown,6,1,3,70,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CreationTool,createFigure,4,2,0,80,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CreationTool,mouseDrag,3,1,3,89,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CreationTool,mouseUp,5,2,3,96,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CreationTool,createdFigure,3,1,0,108,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CutCommand,CutCommand,3,1,2,20,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CutCommand,execute,5,1,0,29,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,CutCommand,isExecutable,3,1,0,35,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,DecoratorFigure,2,1,0,44,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,DecoratorFigure,3,1,1,46,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,connectionInsets,3,1,0,53,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,canConnect,3,1,0,60,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,containsPoint,3,1,2,67,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,decorate,4,1,1,74,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,peelDecoration,4,1,0,82,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,displayBox,3,1,0,90,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,basicDisplayBox,3,1,2,97,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,draw,3,1,1,104,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,findFigureInside,3,1,2,111,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,handles,3,1,0,118,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,includes,3,1,1,125,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,moveBy,3,1,2,132,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,basicMoveBy,2,1,2,139,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,release,5,1,0,146,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,figureInvalidated,3,2,1,155,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,figureChanged,2,1,1,164,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,figureRemoved,2,1,1,167,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,figureRequestUpdate,3,2,1,170,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,figureRequestRemove,3,2,1,179,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,figures,3,1,0,188,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,decompose,3,1,0,195,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,setAttribute,3,1,2,202,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,getAttribute,3,1,1,209,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,connectedTextLocator,3,1,1,216,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,connectorAt,3,1,2,223,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,connectorVisibility,3,1,1,230,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,write,4,1,1,237,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,read,4,1,1,245,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DecoratorFigure,readObject,4,1,1,253,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DeleteCommand,DeleteCommand,3,1,2,17,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DeleteCommand,execute,4,1,0,26,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DeleteCommand,isExecutable,3,1,0,31,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DragTracker,DragTracker,4,1,2,25,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DragTracker,mouseDown,13,3,3,30,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DragTracker,mouseDrag,10,3,3,44,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DuplicateCommand,DuplicateCommand,3,1,2,17,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DuplicateCommand,execute,7,1,0,26,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,DuplicateCommand,isExecutable,3,1,0,36,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,FigureChangeEventMulticaster,3,1,2,24,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,figureInvalidated,4,1,1,28,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,figureRequestRemove,4,1,1,33,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,figureRequestUpdate,4,1,1,38,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,figureChanged,4,1,1,43,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,figureRemoved,4,1,1,48,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,add,3,1,2,53,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,remove,3,1,2,58,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,remove,8,4,1,62,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,addInternal,5,3,2,76,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureChangeEventMulticaster,removeInternal,11,3,2,82,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureEnumerator,FigureEnumerator,3,1,1,17,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureEnumerator,hasMoreElements,3,1,0,21,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureEnumerator,nextElement,3,1,0,29,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureEnumerator,nextFigure,3,1,0,38,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureTransferCommand,FigureTransferCommand,4,1,2,20,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureTransferCommand,deleteSelection,4,1,0,30,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureTransferCommand,copySelection,4,1,0,38,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,FigureTransferCommand,insertFigures,9,2,3,46,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,GridConstrainer,GridConstrainer,4,1,2,25,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,GridConstrainer,constrainPoint,5,1,1,30,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,GridConstrainer,getStepX,3,1,0,40,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,GridConstrainer,getStepY,3,1,0,47,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,HandleTracker,HandleTracker,4,1,2,22,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,HandleTracker,mouseDown,4,1,3,27,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,HandleTracker,mouseDrag,4,1,3,32,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,HandleTracker,mouseUp,4,1,3,37,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorConnector,LocatorConnector,3,1,0,36,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorConnector,LocatorConnector,4,1,2,40,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorConnector,locate,3,1,1,45,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorConnector,containsPoint,3,1,2,49,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorConnector,displayBox,4,1,0,56,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorConnector,draw,7,1,1,68,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorConnector,write,4,1,1,80,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorConnector,read,4,1,1,88,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorHandle,LocatorHandle,4,1,2,22,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,LocatorHandle,locate,3,1,0,30,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,NullHandle,NullHandle,3,1,2,29,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,NullHandle,draw,5,1,1,33,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,OffsetLocator,OffsetLocator,5,1,0,29,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,OffsetLocator,OffsetLocator,4,1,1,35,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,OffsetLocator,OffsetLocator,5,1,3,40,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,OffsetLocator,locate,6,1,1,46,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,OffsetLocator,moveBy,4,1,2,53,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,OffsetLocator,write,6,1,1,58,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,OffsetLocator,read,6,1,1,65,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,PasteCommand,PasteCommand,3,1,2,19,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,PasteCommand,execute,12,3,0,29,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,PasteCommand,bounds,5,2,1,45,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,RelativeLocator,4,1,0,28,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,RelativeLocator,4,1,2,33,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,locate,4,1,1,38,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,write,5,1,1,46,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,read,5,1,1,52,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,east,3,1,0,58,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,north,3,1,0,62,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,west,3,1,0,69,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,northEast,3,1,0,76,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,northWest,3,1,0,83,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,south,3,1,0,90,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,southEast,3,1,0,97,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,southWest,3,1,0,104,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,RelativeLocator,center,3,1,0,111,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ReverseFigureEnumerator,ReverseFigureEnumerator,3,1,1,18,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ReverseFigureEnumerator,hasMoreElements,3,1,0,22,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ReverseFigureEnumerator,nextElement,3,1,0,30,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,ReverseFigureEnumerator,nextFigure,3,1,0,39,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectAreaTracker,SelectAreaTracker,3,1,1,20,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectAreaTracker,mouseDown,4,1,3,24,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectAreaTracker,mouseDrag,5,1,3,31,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectAreaTracker,mouseUp,5,1,3,37,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectAreaTracker,rubberBand,5,1,4,43,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectAreaTracker,eraseRubberBand,3,1,0,50,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectAreaTracker,drawXORRect,6,1,1,55,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectAreaTracker,selectGroup,11,4,1,63,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectionTool,SelectionTool,3,1,1,32,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectionTool,mouseDown,21,5,3,36,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectionTool,mouseDrag,3,2,3,68,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectionTool,mouseUp,5,2,3,77,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectionTool,createHandleTracker,3,1,2,88,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectionTool,createDragTracker,3,1,2,95,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SelectionTool,createAreaTracker,3,1,1,102,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SendToBackCommand,SendToBackCommand,4,1,2,19,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SendToBackCommand,execute,7,2,0,29,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SendToBackCommand,isExecutable,3,1,0,37,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,SimpleUpdateStrategy,draw,3,1,2,25,0
JHotDraw-5.1-clean,CH.ifa.draw.standard,StandardDrawing,StandardDrawing,4,1,0,42,0
